t_F (tr=1.17378e-12) X,t_F (tr=1.17378e-12) Y,t_F (tr=4.72397e-12) X,t_F (tr=4.72397e-12) Y,t_F (tr=1.71859e-11) X,t_F (tr=1.71859e-11) Y,t_F (tr=4.09838e-11) X,t_F (tr=4.09838e-11) Y,t_F (tr=7.80596e-11) X,t_F (tr=7.80596e-11) Y,t_F (tr=1.30081e-10) X,t_F (tr=1.30081e-10) Y,t_F (tr=1.98535e-10) X,t_F (tr=1.98535e-10) Y
3.65616e-16,7.922704445134566e-12,3.65616e-16,7.921680298070032e-12,3.65616e-16,7.823300853944058e-12,3.65616e-16,8.522899430441184e-12,3.65616e-16,1.039218768310462e-11,3.65616e-16,1.333699959597273e-11,3.65616e-16,1.647026292330283e-11
1.89304e-15,7.922704445134566e-12,1.89304e-15,7.921680298070032e-12,1.89304e-15,7.823300853944058e-12,1.89304e-15,8.522899430441184e-12,1.89304e-15,1.039218768310462e-11,1.89304e-15,1.333699959597273e-11,1.89304e-15,1.647026292330283e-11
3.78609e-15,1.004223148169446e-11,3.78609e-15,1.003346740869743e-11,3.78609e-15,1.002430255385733e-11,3.78609e-15,1.04162233844266e-11,3.78609e-15,1.196814837223352e-11,3.78609e-15,1.470996589278853e-11,3.78609e-15,1.856008653661887e-11
7.57217e-15,1.794701290269964e-11,7.57217e-15,1.80105689057108e-11,7.57217e-15,1.79686880479868e-11,7.57217e-15,1.797307324915317e-11,7.57217e-15,1.891991895015492e-11,7.57217e-15,2.115959642856059e-11,7.57217e-15,2.480390206871431e-11
1.51443e-14,2.872790162022493e-11,1.51443e-14,2.87414606811052e-11,1.51443e-14,2.87395104001868e-11,1.51443e-14,2.87498098110977e-11,1.51443e-14,2.894782768140646e-11,1.51443e-14,3.038872675298201e-11,1.51443e-14,3.328051408688619e-11
3.02887e-14,5.047683197130396e-11,3.02887e-14,5.029405817473377e-11,3.02887e-14,5.044809610046476e-11,3.02887e-14,5.010575442904382e-11,3.02887e-14,5.051850561229449e-11,3.02887e-14,5.057501960557753e-11,3.02887e-14,5.210504770531851e-11
6.057739999999999e-14,9.381892437710224e-11,6.057739999999999e-14,9.312037540454608e-11,6.057739999999999e-14,9.375909192705676e-11,6.057739999999999e-14,9.343118059093865e-11,6.057739999999999e-14,9.33520033081553e-11,6.057739999999999e-14,9.367542556367814e-11,6.057739999999999e-14,9.33485491298609e-11
