tp_H (tr=1.17378e-12) X,tp_H (tr=1.17378e-12) Y,tp_H (tr=4.72397e-12) X,tp_H (tr=4.72397e-12) Y,tp_H (tr=1.71859e-11) X,tp_H (tr=1.71859e-11) Y,tp_H (tr=4.09838e-11) X,tp_H (tr=4.09838e-11) Y,tp_H (tr=7.80596e-11) X,tp_H (tr=7.80596e-11) Y,tp_H (tr=1.30081e-10) X,tp_H (tr=1.30081e-10) Y,tp_H (tr=1.98535e-10) X,tp_H (tr=1.98535e-10) Y
3.65616e-16,1.429199890725695e-11,3.65616e-16,1.473600672073891e-11,3.65616e-16,1.674258737718806e-11,3.65616e-16,2.030536880913906e-11,3.65616e-16,2.457978614393753e-11,3.65616e-16,2.915706113096708e-11,3.65616e-16,3.439082779290618e-11
1.89304e-15,1.429199890725695e-11,1.89304e-15,1.473600672073891e-11,1.89304e-15,1.674258737718806e-11,1.89304e-15,2.030536880913906e-11,1.89304e-15,2.457978614393753e-11,1.89304e-15,2.915706113096708e-11,1.89304e-15,3.439082779290618e-11
3.78609e-15,1.673554484237979e-11,3.78609e-15,1.715469132660469e-11,3.78609e-15,1.914044396528882e-11,3.78609e-15,2.265295709889138e-11,3.78609e-15,2.703089801115335e-11,3.78609e-15,3.170186900186009e-11,3.78609e-15,3.696172563866358e-11
7.57217e-15,2.516674515756777e-11,7.57217e-15,2.560009454592937e-11,7.57217e-15,2.760822565101024e-11,7.57217e-15,3.111477945909265e-11,7.57217e-15,3.533708647983726e-11,7.57217e-15,4.002399759086753e-11,7.57217e-15,4.542684726309831e-11
1.51443e-14,3.646365466874932e-11,1.51443e-14,3.68963220035353e-11,1.51443e-14,3.889245711287122e-11,1.51443e-14,4.239873977176449e-11,1.51443e-14,4.633794689413179e-11,1.51443e-14,5.100913857356096e-11,1.51443e-14,5.608165341142362e-11
3.02887e-14,5.925149005182533e-11,3.02887e-14,5.969680377280987e-11,3.02887e-14,6.165264027132188e-11,3.02887e-14,6.516958123243963e-11,3.02887e-14,6.897479834432738e-11,3.02887e-14,7.318569979055074e-11,3.02887e-14,7.825519849788003e-11
6.057739999999999e-14,1.050275240870936e-10,6.057739999999999e-14,1.054896688213786e-10,6.057739999999999e-14,1.074793782954285e-10,6.057739999999999e-14,1.108867120971477e-10,6.057739999999999e-14,1.146438101697192e-10,6.057739999999999e-14,1.186754265868422e-10,6.057739999999999e-14,1.231907104210072e-10
