t_F (tr=1.17378e-12) X,t_F (tr=1.17378e-12) Y,t_F (tr=4.72397e-12) X,t_F (tr=4.72397e-12) Y,t_F (tr=1.71859e-11) X,t_F (tr=1.71859e-11) Y,t_F (tr=4.09838e-11) X,t_F (tr=4.09838e-11) Y,t_F (tr=7.80596e-11) X,t_F (tr=7.80596e-11) Y,t_F (tr=1.30081e-10) X,t_F (tr=1.30081e-10) Y,t_F (tr=1.98535e-10) X,t_F (tr=1.98535e-10) Y
3.65616e-16,9.481155368817892e-13,3.65616e-16,9.852706302563118e-13,3.65616e-16,1.969420936096933e-12,3.65616e-16,3.382235247089628e-12,3.65616e-16,5.22231974966976e-12,3.65616e-16,7.525613012676807e-12,3.65616e-16,1.061097616091466e-11
1.89304e-15,9.481155368817892e-13,1.89304e-15,9.852706302563118e-13,1.89304e-15,1.969420936096933e-12,1.89304e-15,3.382235247089628e-12,1.89304e-15,5.22231974966976e-12,1.89304e-15,7.525613012676807e-12,1.89304e-15,1.061097616091466e-11
3.78609e-15,1.275505243631099e-12,3.78609e-15,1.24380777126122e-12,3.78609e-15,2.265213917130229e-12,3.78609e-15,3.748323915038462e-12,3.78609e-15,5.719962904479637e-12,3.78609e-15,8.183300359108336e-12,3.78609e-15,1.131570578454864e-11
7.57217e-15,2.444189248949031e-12,7.57217e-15,2.430324170704796e-12,7.57217e-15,3.215168805253292e-12,7.57217e-15,4.866944154746686e-12,7.57217e-15,7.193602232224554e-12,7.57217e-15,1.013994500162645e-11,7.57217e-15,1.332948353303904e-11
1.51443e-14,4.057919544783345e-12,1.51443e-14,4.035739339991943e-12,1.51443e-14,4.372056736222001e-12,1.51443e-14,6.146456393692169e-12,1.51443e-14,8.7704583632352e-12,1.51443e-14,1.193683681438116e-11,1.51443e-14,1.562466284261921e-11
3.02887e-14,7.099028546989431e-12,3.02887e-14,7.224376472831271e-12,3.02887e-14,7.123739288036969e-12,3.02887e-14,8.66687397458925e-12,3.02887e-14,1.150592418300256e-11,3.02887e-14,1.47798650793807e-11,3.02887e-14,1.924032540001014e-11
6.057739999999999e-14,1.36769577787172e-11,6.057739999999999e-14,1.367933872305553e-11,6.057739999999999e-14,1.342394269895898e-11,6.057739999999999e-14,1.359045022719417e-11,6.057739999999999e-14,1.615928090357226e-11,6.057739999999999e-14,1.995263403760185e-11,6.057739999999999e-14,2.489869596023994e-11
