tp_L (tr=1.17378e-12) X,tp_L (tr=1.17378e-12) Y,tp_L (tr=4.72397e-12) X,tp_L (tr=4.72397e-12) Y,tp_L (tr=1.71859e-11) X,tp_L (tr=1.71859e-11) Y,tp_L (tr=4.09838e-11) X,tp_L (tr=4.09838e-11) Y,tp_L (tr=7.80596e-11) X,tp_L (tr=7.80596e-11) Y,tp_L (tr=1.30081e-10) X,tp_L (tr=1.30081e-10) Y,tp_L (tr=1.98535e-10) X,tp_L (tr=1.98535e-10) Y
3.65616e-16,9.261872705879182e-12,3.65616e-16,9.472157331483407e-12,3.65616e-16,1.024033892605588e-11,3.65616e-16,1.170501555951761e-11,3.65616e-16,1.350177434266079e-11,3.65616e-16,1.54091725871414e-11,3.65616e-16,1.69838446832452e-11
1.89304e-15,9.261872705879182e-12,1.89304e-15,9.472157331483407e-12,1.89304e-15,1.024033892605588e-11,1.89304e-15,1.170501555951761e-11,1.89304e-15,1.350177434266079e-11,1.89304e-15,1.54091725871414e-11,1.89304e-15,1.69838446832452e-11
3.78609e-15,1.221140964330322e-11,3.78609e-15,1.245114838393515e-11,3.78609e-15,1.321131132514477e-11,3.78609e-15,1.489060024384587e-11,3.78609e-15,1.710523959733858e-11,3.78609e-15,1.953524987319784e-11,3.78609e-15,2.190493232664724e-11
7.57217e-15,2.248367487712477e-11,7.57217e-15,2.276820394304971e-11,7.57217e-15,2.357804550231181e-11,7.57217e-15,2.533187528919821e-11,7.57217e-15,2.826985633030425e-11,7.57217e-15,3.187669298324477e-11,7.57217e-15,3.579411842059439e-11
1.51443e-14,3.586328780711566e-11,1.51443e-14,3.617189934697051e-11,1.51443e-14,3.699361655174122e-11,1.51443e-14,3.865566677794349e-11,1.51443e-14,4.173504260201984e-11,1.51443e-14,4.602477943794925e-11,1.51443e-14,5.106198165648401e-11
3.02887e-14,6.243665873604509e-11,3.02887e-14,6.276545079978672e-11,3.02887e-14,6.357523391386951e-11,3.02887e-14,6.522432219865441e-11,3.02887e-14,6.800428060928657e-11,3.02887e-14,7.244922117708016e-11,3.02887e-14,7.851313153007887e-11
6.057739999999999e-14,1.157304917026625e-10,6.057739999999999e-14,1.160514612131733e-10,6.057739999999999e-14,1.168891221318939e-10,6.057739999999999e-14,1.183067571329502e-10,6.057739999999999e-14,1.207711093765539e-10,6.057739999999999e-14,1.248776862255714e-10,6.057739999999999e-14,1.306726880868733e-10
