t_F (tr=1.17378e-12) X,t_F (tr=1.17378e-12) Y,t_F (tr=4.72397e-12) X,t_F (tr=4.72397e-12) Y,t_F (tr=1.71859e-11) X,t_F (tr=1.71859e-11) Y,t_F (tr=4.09838e-11) X,t_F (tr=4.09838e-11) Y,t_F (tr=7.80596e-11) X,t_F (tr=7.80596e-11) Y,t_F (tr=1.30081e-10) X,t_F (tr=1.30081e-10) Y,t_F (tr=1.98535e-10) X,t_F (tr=1.98535e-10) Y
3.65616e-16,5.754038966208051e-12,3.65616e-16,5.793264942867135e-12,3.65616e-16,5.888492414163595e-12,3.65616e-16,7.741002085559553e-12,3.65616e-16,1.00333589252266e-11,3.65616e-16,1.354260725722917e-11,3.65616e-16,1.683267471614503e-11
1.89304e-15,5.754038966208051e-12,1.89304e-15,5.793264942867135e-12,1.89304e-15,5.888492414163595e-12,1.89304e-15,7.741002085559553e-12,1.89304e-15,1.00333589252266e-11,1.89304e-15,1.354260725722917e-11,1.89304e-15,1.683267471614503e-11
3.78609e-15,8.191117412922022e-12,3.78609e-15,8.159317166104908e-12,3.78609e-15,8.084651799125276e-12,3.78609e-15,9.647385501827675e-12,3.78609e-15,1.249460518326205e-11,3.78609e-15,1.588764377099708e-11,3.78609e-15,2.015982432224316e-11
7.57217e-15,1.700121469333131e-11,7.57217e-15,1.701591919166543e-11,7.57217e-15,1.706367332036888e-11,7.57217e-15,1.718819903680072e-11,7.57217e-15,1.970803400403144e-11,7.57217e-15,2.380669464844486e-11,7.57217e-15,2.861999836192162e-11
1.51443e-14,2.892747615125578e-11,1.51443e-14,2.896778037995984e-11,1.51443e-14,2.886157962575824e-11,1.51443e-14,2.89688764278969e-11,1.51443e-14,2.960912398928322e-11,1.51443e-14,3.332701342019833e-11,1.51443e-14,3.888913672965193e-11
3.02887e-14,5.277139340168747e-11,3.02887e-14,5.269099425957862e-11,3.02887e-14,5.291412799537664e-11,3.02887e-14,5.286253547674515e-11,3.02887e-14,5.264890390663804e-11,3.02887e-14,5.362531231022893e-11,3.02887e-14,5.764284590709872e-11
6.057739999999999e-14,1.009529659897391e-10,6.057739999999999e-14,1.007085528506665e-10,6.057739999999999e-14,1.008363316285011e-10,6.057739999999999e-14,1.008111277240078e-10,6.057739999999999e-14,1.006636364073577e-10,6.057739999999999e-14,1.006543531514793e-10,6.057739999999999e-14,1.004701735732992e-10
